OBJECTID,Address,Property_Type,Property_Uses,Site_EUI,GHG_Intensity,ShapeSTArea,ShapeSTLength,Reported,Property_Name,Gross_Sq_Ft,EnergyStar_Score,EnergyStar_Certified,Year_Built,GHG_Emissions,Site_Energy_Use,Water_Intensity,OnSite_Solar,Owner_Submitted_Link,ZIP,Tax_Parcel,Pct_Electricity,Pct_Gas,Pct_Steam,Owner_Submitted_Info,Years_Reported
821,,,,,,59093.8623046875,1030.98922808505,No,99 109 ATKINSON ST,,,,,,,,,,02118,,,,,,"2014, 2015"
822,645 Boylston Street,Worship Facility,Worship Facility,65.6,4.8,17311.6960449219,705.988603475196,Yes,Old South Church in Boston,54860,,,1875,265.1,3600401.7,0.89500547,,,02116,Not Available,0.47034441,0.52965557,,,"2014, 2015, 2016"
823,875 Morton Street,Distribution Center,Distribution Center,39.5,2.8,78029.908203125,1365.86539924862,Yes,Economy Plumbing && Heating Supply Co,65000,,,2007,184.1,2570490.4,5.52923077,,,02126,4051719,0.42431209,0.57568788,,Plumbing & Heating Supply Company - Primarily used as a Warehouse storage and distribution with roughly only 10% used as offices. ,"2014, 2015, 2016"
824,370 Columbia Road,K-12 School,K-12 School,31.8,3.1,51920.0300292969,954.72322558987,Municipal,Central Kitchen ELC,17250,91,,1970,53,547830.8,,,,02125,Not Available,1,,,,2016
825,49-59 Wareham St.,Other,Other,54.6,3.2,9697.17114257812,401.084902377303,Yes,Beck Southend Trust,57072,,,1900,184.6,3118631.5,5.74186992,,,02118,0801136000,0.13955843,0.86044153,,2014 Was First Full Year of Gas Heat Switch over,"2014, 2015, 2016"
826,26 Court Street,Office,Office,80,5.6,16045.7956542969,609.429117944802,Municipal,Court Street,152532,86,,2000,859.3,12208820,0.6,,,02108,Not Available,0.396,0.604,,,2016
827,10-24 School Street,Office,"Office, Retail Store",94.3,7.8,21549.009765625,642.689036394361,Yes,10-24 School Street,115413,81,,1925,900.2,10887252.3,12.34522974,,,02108,Not Available,0.53654721,,46%,,"2015, 2016"
828,40 Berkeley St,Hotel,Hotel,121.2,7.2,8853.92309570312,503.446392719168,Yes,40 Berkeley Street,74655,51,,1899,536,9048121.1,37.59828545,,,02116,0500865000,0.1402955,0.8597045,,"Property gross floor area value is taken from data recorded on utility tracking program that Maloney utilizes, ""WegoWise"". Note gross floor area is listed as 67,624 sq ft on Boston Tax Assessor Database.","2014, 2015, 2016"
829,699 Boylston St,Office,Office,50.4,4.9,13689.2849121094,508.376752648427,Yes,699 Boylston St,211351,81,,1983,1030.5,10651479.2,11.68388132,,,02116,0501397000,1,,,,"2014, 2015, 2016"
830,1 Winthrop Square,Office,Office,59,4.8,19328.0083007812,619.494977366751,Yes,One Winthrop Square,114257,90,2015,1873,551.4,6739809.4,7.47612838,,,02110,0304618000,0.65787448,0.3421256,,,"2014, 2015, 2016"
831,180 Tremont St,College/University,College/University,,0,6224.28686523438,334.613304453644,Yes,Ansin Building,98744,,,1931,,,12.03313619,,,02116,0304890100,,,,,"2014, 2015, 2016"
832,140 Clarendon Street,Mixed Use Property,"Barracks, Fast Food Restaurant, Hotel, K-12 School, Office, Other, Other - Lodging/Residential, Other - Services, Performing Arts, Self-Storage Facility, Social/Meeting Hall",119.7,9.8,13827.751953125,482.855487117164,Yes,140 Clarendon,146533,,,1930,1442.3,17534313.1,40.11041881,,,02116,0401085000,0.52249934,,48%,Property Gross Floor Area value is taken from Boston Tax Assessor Database Records. All property use gross floor area values are taken from Building Occupancy Plans.,"2014, 2015, 2016"
833,710 Albany Street,Parking,Parking,1,0.1,44335.6689453125,849.528073356927,Yes,710 Albany Street,312921,,,2000,30.8,318609.7,,,,02118,Not Available,1.00000041,,,,"2014, 2015, 2016"
834,610 Albany Street,Parking,Parking,,0,54583.76171875,1022.21961530557,Yes,610 Albany Street,495081,,,2006,0,,14.41986261,,,02118,0801030020,,,,,"2014, 2015, 2016"
835,50 Congress Street,Office,"Bank Branch, Fast Food Restaurant, Office, Other",56.7,4.4,19341.9841308594,806.6790790314,Yes,50 Congress St,179868.8,100,,1915,784.3,10194349.1,12.28895728,,,02109,0303874000,0.1207966,,,,"2014, 2015, 2016"
836,537 Tremont Street,Other,Other,37.8,2.6,64223.4545898438,1111.04364977927,Yes,"BCA Cyclo, Mills, CP Casting & CMC",83750,,,1884,217,3166640.1,666.74268657,,,02116,0500818000,0.35332092,0.6466791,,,"2014, 2016"
837,5 Alllstate Road,Retail Store,"Parking, Retail Store",70.7,5.5,114722.233398438,1420.70966064389,Yes,#2679 South Bay/Boston,132000,74,,1998,724.4,9331691.6,7.60378788,,,02125,0703501080,0.56174813,0.43825185,,,"2014, 2015, 2016"
838,327 Forest Hills Street,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",Repair Services,111.4,9.5,8793.1220703125,531.14084593213,Yes,Street Light Yard,4320,,,2000,41.2,481371,,,,02130,Not Available,0.50527435,,,,2016
839,Long Island Road,Fire Station,Fire Station,,,1717.76342773438,180.159589420471,Municipal,Engine 54,5000,,,2000,,,,,,02169,Not Available,,,,,2016
840,,,,,,105488.088012695,1525.71660428197,No,225 RIVERMOOR ST,,,,,,,,,,02132,,,,,,2014
841,15 Guest Street,Parking,"Office, Parking",78.9,7.6,98438.7395019531,1415.34154740402,Yes,15 Guest Street,115551,,,2001,882.1,9118229.2,1.89699786,,,02135,01907-002,0.99999996,,,,"2014, 2015, 2016"
842,,,,,,11793.7785644531,507.423981503663,No,88 78 TREMONT ST,,,,,,,,,,02108,,,,,,2014
843,145 Newton Street,Manufacturing/Industrial Plant,Manufacturing/Industrial,46.3,4.5,112351.978515625,1829.01932468043,Yes,145 Newton Street,110510,,,1965,494.8,5114723.1,1.09854312,,,02135,03428-000,1.00000027,,,,"2014, 2015, 2016"
844,144 McBride St.,K-12 School,K-12 School,103.9,5.9,55453.3940429688,1318.25420903467,Municipal,English HS,225560,44,,1973,1335.6,23435829,,,,02130,Not Available,0.08881398,0.91118602,,,2016
845,35 Lomansey Way,Parking,"Fitness Center/Gym, Parking, Pre-school/Daycare",141.3,10.8,26273.7687988281,815.260144378814,Yes,CRP Sports Garage,40784,,,1975,441.7,5762117,3.00853276,,,02114,0300470000,0.53962207,0.46037794,,"2015-1  GFA changed to exclude parking
2014-1  9/21/15 notified COB filed electric use based upon billed data rather than 2014 aggregated data provided by Eversource.  
2014-2  Aggregated gas svc dates chg to actual since only 1 acct now paid by Equity.

","2014, 2015, 2016"
846,35 Lomansey Way,Parking,"Fitness Center/Gym, Parking, Pre-school/Daycare",141.3,10.8,53824.4294433594,1115.91718257763,Yes,CRP Sports Garage,40784,,,1975,441.7,5762117,3.00853276,,,02114,0300470000,0.53962207,0.46037794,,"2015-1  GFA changed to exclude parking
2014-1  9/21/15 notified COB filed electric use based upon billed data rather than 2014 aggregated data provided by Eversource.  
2014-2  Aggregated gas svc dates chg to actual since only 1 acct now paid by Equity.

","2014, 2015, 2016"
847,,,,,,97501.173828125,3720.01599401743,No,1 SOLDIERS FIELD RD,,,,,,,,,,02134,,,,,,2014
848,c/o Newmark Knight Frank,Office,Office,30.2,1.7,15486.9387207031,538.216222651271,Yes,Boston Redevelopment Authority,102710,100,,1887,171.5,3105896.6,8.10534515,,,02111,0304908000,0.04795865,0.95204138,,,"2014, 2015, 2016"
849,1 Design Center Place,Distribution Center,"Distribution Center, Office, Restaurant",76.5,4.72130539,42603.1801757812,929.832816903614,Yes,Jamestown - 1 Design Center Boston,495668,,,1985,2870.1,37916572.3,9.12505952,,,02210,0602674012 0602674018,0.51754137,0.48245866,,Parcel IDs 0602674012 and 0602674018,"2014, 2015, 2016"
850,21-25 Drydock Ave,Mixed Use Property,"Manufacturing/Industrial, Non-Refrigerated Warehouse, Office, Other",83,4.9848211,40719.2778320312,847.664288065852,Yes,Jamestown - 21-25 Drydock Ave Boston,716455,,,1985,4072.3,59474690,7.46857793,698449.0,,02210,0602674013,0.35195811,0.64804188,,,"2014, 2015, 2016"
851,120 Fisher Avenue,Mixed Use Property,"K-12 School, Parking, Senior Care Community",,,24969.9848632812,933.160997644889,Yes,Benjamin Healthcare Center,180,,,1927,,,,,,02120,1001342000,,,,,"2014, 2015, 2016"
852,50 ST PAULS AVENUE,Mixed Use Property,"Office, Residence Hall/Dormitory",51.5,3.4,67129.783203125,2622.05803702971,Yes,DAUGHTERS OF ST PAUL INC,174000,,,1955,594.9,8954878.7,12.83965517,,,02130,1902625000,0.22968939,0.61422748,,,"2014, 2015, 2016"
853,145 N. Beacon St.,Self-Storage Facility,Self-Storage Facility,17.4,1.4,113271.163574219,1919.8554696547,Yes,SS Brighton MA LLC,128855,,,2007,180.1,2238485,0.54402235,,,02135,2201904000,0.62644648,0.37355351,,,"2014, 2015, 2016"
854,543-547 Washington Street,College/University,College/University,166.6,13.3,19587.1696777344,806.90681243157,Yes,543-547 Washington Street,146942,,,2010,1956.7,24475408.2,,,,02116,0304839010,0.4715764,0.0574093,47%,"Temporary values were entered for detailed property use, definitive numbers will be updates as soon as they become available.","2014, 2015, 2016"
855,,,,,,16961.7915039062,595.81867586609,No,836 844 SUMMER ST,,,,,,,,,,02127,,,,,,2014
856,15 Arlington Street,Hotel,Hotel,121017.9,8038.5,12675.6708984375,459.322420377519,Yes,Taj Boston,178000,1,,1927,1430855.6,21541179753.1,157.95730337,,,02116,Not Available,0.00091714,0.00015872,100%,,2016
857,426 East First Street,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse, Office, Parking",68,5,78467.0083007812,1354.41294142824,Yes,Comcast Building,80000,,,1930,402.8,5436142.5,2.13875,,,02127,0602818000,0.48091871,0.51908129,,Comcast Warehouse building has substantial accessory office use to run operations.  Office space for Comcast building is estimated.  Building #2 is 100% office and occupied by other tenants.  ,"2014, 2015, 2016"
858,,,,,,23479.7038574219,618.769345393599,No,    NORTHERN AV,,,,,,,,,,02110,,,,,,2014
859,120 Boylston St,College/University,College/University,,0,12516.7145996094,615.11581857343,Yes,Walker Building,176296,,,1891,,,,,"
",02116,0500043011,,,,,"2014, 2015, 2016"
860,45 Morrissey Boulevard,Supermarket/Grocery Store,Supermarket/Grocery,233.8,19.7,60866.1140136719,1048.09201336647,Yes,45 Morrissey,61800,69,,1997,1217.5,14445851.8,28.90453074,,,02125,1302364019,0.71425707,0.28574294,,,2016
861,126 High Street,Office,Office,76.9,5.7,7501.64282226562,417.700722352871,Yes,Combined Jewish Philanthropies,76315,83,,1899,437.6,5868478,8.00235865,,,02110,0304133000,0.49166735,0.50833265,,,"2014, 2015, 2016"
862,370 Commonwealth avenue,Hotel,Hotel,,,8972.5029296875,400.135688982239,Yes,The Eliot Hotel,72950,,,1925,,,,,,02215,0503800000,,,,,"2014, 2015, 2016"
863,242-260 East Berkeley Street,Mixed Use Property,"Bar/Nightclub, Manufacturing/Industrial, Office, Restaurant",21,2,6978.54028320312,342.502042487654,Yes,BrentonCorpLLC,52520,,,1880,106.7,1103092.7,27.88461538,,,02115,Not Available,1.00000007,,,,"2014, 2015, 2016"
864,330 Congress Street,Office,"Convenience Store, Office",64.7,5.9,6529.37426757812,331.188436500916,Yes,330 Congress Street,36394,59,2014,1895,215.1,2353062.9,20.53085673,,,02210,0602668000,0.87758702,0.12241298,,,"2015, 2016"
865,,,,,,5451.771484375,351.453598626207,No,147 149 MILK ST,,,,,,,,,,02109,,,,,,2014
866,800 River Street,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,21.6,1.5,16928.6813964844,555.538082476631,Yes,27016-Mattapan(Hydepk)/River St,50700,90,,2000,74.1,1094581.1,0.49309665,,,02126,1804365000,0.33527079,0.6647292,,,"2014, 2015, 2016"
867,156 Lincoln St,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,9,0.7,29683.4030761719,710.525544415879,Yes,25833-Brighton/Lincoln ST,113000,99,,2008,80.1,1020521.1,2.65486726,,,02135,2200972000,0.58060641,0.41939357,,,"2014, 2015, 2016"
868,,,,,,21043.3723144531,628.9305773445,No,368 CONGRESS ST,,,,,,,,,,02210,,,,,,2014
869,525 McClellan Highway,Other - Entertainment/Public Assembly,"Other - Entertainment/Public Assembly, Parking",,0,195726.182617188,4800.54428336174,Yes,Sterling Suffolk Race Cource LLC,7100280,,,1935,0,,,,,02128,Not Available,,,,,"2014, 2016"
870,140 Commonwealth Ave,College/University,College/University,84,6.7,903676.983642578,28417.3132128335,Yes,Boston College   (BERDO),3346233,,,1863,22472,280947908.8,19.26569369,,,02467,2102473001,0.56569353,0.26944499,16%,"CY-2015 District Hot Water was estimated based on previous year due to a bad meter.

Below is a list of the eight (8) parcel ID for all of the Boston based properties 50,000 sq ft or greater.

2102443000
2102473001
2102464000
2205268030
2205268050
2205268","2014, 2015, 2016"
871,98 N. Washington Street,Office,"Office, Parking",45.4,3.9,17711.7573242188,599.788214219223,Yes,98 N. Washington Street,80528,91,,1986,315.3,3652344,10.05985496,,,02114,0301518000,0.76138279,0.23861724,,,"2015, 2016"
872,239 Causeway Street,Office,Office,28.1,2.1,13452.484375,485.95660286947,Yes,239 Causeway Street,63750,,,1917,136.8,1794379.8,0.09882353,,,02114,01517000,0.52971174,0.47028826,,There was an average of 50% vacancy in 2014.,"2015, 2016"
873,205 Portland Street,Other,Other,29.1,2.4,7719.20922851562,383.604047988977,Yes,205 Portland Street,47500,,,1900,116.1,1381857.1,13.13473684,,,02114,0301651000,0.70821877,0.29178127,,,"2015, 2016"
874,88 Broad Street,Financial Office,Financial Office,,,7922.96533203125,370.699253793831,Yes,Bay State Realty,63680,,,1924,,,,,,02110,03983-000,,,,,"2014, 2015, 2016"
875,980 Harrison Avenue,Office,Office,46.4,3.8,149270.298828125,1746.94031741968,Yes,Boston Water and Sewer Commission,430000,90,,2001,1637.4,19964377,4.90604651,265111.9,,02119,0901984010 0801982000 0801903010 0801981000,0.66238393,0.33761602,,,"2014, 2015, 2016"
876,33 Avenue Louis PAsteur,Laboratory,"Laboratory, Parking",419.8,32.6,29503.5734863281,779.271288465652,Yes,Merck MRL Boston,405163,,,2004,13217.1,170102556.8,33.77159316,,,02115,Not Available,0.37358853,0.00262783,62%,,"2014, 2015, 2016"
877,,,,,,61795.1398925781,1061.9930586316,No,235 DORCHESTER ST,,,,,,,,,,02127,,,,,,2014
878,100 Legends Way,Indoor Arena,"Indoor Arena, Parking",105.8,8.8,144327.267089844,1623.51442080184,Yes,TD Garden,755000,,,1995,6643.9,79882210,24.27152318,,,02114,0301925100,0.68889612,0.31110371,,,"2014, 2015, 2016"
879,26 Exeter Street,Other - Education,"Office, Other - Education, Other - Restaurant/Bar",154.3,10.5,10245.5361328125,464.294048044087,Yes,Exeter Theatre Corporation,46025,,,1899,483.1,7099707.6,106.89842477,,,02116,0501376000,0.342156,0.65784399,,,"2014, 2015, 2016"
880,90 Tremont Street,Hotel,Hotel,128.4,8.7,6999.28393554688,358.897068296791,Yes,Nine Zero-SV,190440,34,,2001,1651.6,24451703.5,27.65122873,,,02108,0304697000,0.33076805,0.66923194,,,"2014, 2015, 2016"
881,539 WASHINGTON STREET,Performing Arts,Performing Arts,99.3,7.1,37544.8227539062,914.919037090205,Yes,BOSTON OPERA HOUSE,118781,,,1928,845.5,11799529.3,12.56766655,,,02111,Not Available,0.42503649,0.57496351,,,"2014, 2015, 2016"
882,,,,,,8242.16772460938,386.984926294167,No,70 FEDERAL ST,,,,,,,,,,02110,,,,,,2014
883,,,,,,19047.7299804688,753.730653303908,No,251 A-261 HUNTINGTON AV,,,,,,,,,,02115,,,,,,"2015, 2016"
884,535 West Roxbury Parkway,K-12 School,"K-12 School, Parking",59.6,3.5,46542.9047851562,1934.09172999741,Yes,Holy Name Parish School,118892.6,48,,1953,412.5,7090667.9,5.97934607,,,02132,2005897000,0.1159862,0.88401379,,,"2015, 2016"
885,185 State Street,Hotel,Hotel,126.8,9.4,23592.2692871094,623.182173048826,Yes,Harborside Inn,62370,11,,1875,588,7909194.6,42.00897868,,,02109,0303808000,0.486618,0.51338219,,,"2014, 2015, 2016"
886,185 Devonshire Street,Office,Office,69.1,5.7,7144.04541015625,423.254786091738,Yes,185 Devonshire Commercial Condo,77211,84,,1920,441.2,5337348,14.27775835,,,02110,0304665000,0.53623388,,46%,,"2014, 2015, 2016"
887,75 Kneeland St,Office,"Office, Restaurant",105.7,8.1,16103.1079101562,507.98750070276,Yes,75 Kneeland St,226320,61,,1928,1824.1,23917319.8,14.32882644,,,02111,0305237000,0.53068737,0.46931263,,,"2014, 2015, 2016"
888,243 Charles Street,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),,,27050.2265625,870.119285524112,Yes,MEEI - Main building,389552,,,1973,,,,,,02114,0300381001,,,,,"2014, 2015, 2016"
889,325 Cambridge St,Office,Office,143.4,13.9,4726.65625,278.489297448515,Yes,MEEI - 325 Cambridge St,39000,3,,1920,541.2,5594434.4,115.13333333,,,02114,0300438010,1.00000004,,,,"2014, 2015, 2016"
890,800 Huntington Ave,Ambulatory Surgical Center,Ambulatory Surgical Center,205.2,15.4,19058.5139160156,585.265375640818,Yes,MEEI -Longwood,76300,,,2012,1177.2,15660106.3,,,,02115,1000894000,0.50552054,0.49447943,,,"2014, 2015, 2016"
891,20 Staniford St,Laboratory,Laboratory,535.6,41.7,21677.953125,889.970997687502,Yes,MEEI - SERI,71900,,,2004,2995.2,38507570.9,,,,02114,0300624000,0.37644009,0.00294488,62%,,"2014, 2015, 2016"
892,550 Huntington Ave.,College/University,"College/University, Parking",81.9,5.6,382198.923339844,16181.5604885536,Yes,Wentworth Institute of Technology,1355705,,,1910,7637.6,110989301.7,22.81536175,,,02115,402024000 402025000 401826000 402037001 401810000 401833000 401832000 401831000 401830000 401815000 401814000 401812000 401811000 401816000 401817000 401819000 402044000 402045000 902907000 402031000 401822000,0.35981225,0.64018782,,,"2014, 2015, 2016"
893,240 Mt. Vernon Street,Hotel,Hotel,81.7,7.1,18679.9584960938,844.074676681449,Yes,Doubletree Club Hotel Boston Bayside,91000,67,,1999,644.6,7433643.3,68.0978022,,,02125,03448-000,0.77008597,0.22991419,,no contextual info will be disclosed in the first year.,"2014, 2015, 2016"
894,26 North Street,Hotel,Hotel,87,6.6,39193.3806152344,1512.49143625333,Yes,"The Bostonian Boston, a Millennium Hotel",204900,60,,1982,1353.2,17821518.6,28.54807223,,,02109,0303365000,0.52288982,0.47711024,,,"2014, 2015, 2016"
895,14 Beacon Street,Office,"Library, Office",66.4,4.6,10054.4807128906,609.361308598686,Yes,Congregational House,71900,91,,1897,332,4775113.3,6.01529903,,,02108,0304692050,0.37639648,0.62360351,,"Building houses the Congregational Library and has a climate control system.
Rest of building is made up of office spaces rented to both profit and non-profit tenants.","2014, 2015, 2016"
896,,,,,,77437.9323730469,1348.81703268382,No,100 WIDETT CI,,,,,,,,,,02127,,,,,,"2014, 2015"
897,200 State Street,Office,"Office, Parking",51,4.9,57918.423828125,1281.37672315009,Yes,200 State Street,352323,83,,1986,1738.9,17974446.9,15.53091907,,,02109,0303790002,0.99999999,,,,"2014, 2016"
898,33 Harrison Ave,Other,Other,7.2,0.7,8216.99169921875,391.924106137327,Yes,Ladies Garment Workers Center,60600,,,1908,42.4,438687.3,13.51650165,,,02111,Not Available,1.00000005,,,,"2014, 2016"
899,133 brookline Ave,Medical Office,"Data Center, Medical Office, Parking",206.5,16.1,87805.68359375,2086.11902739508,Yes,Harvard Vanguard Medical Associates,278667,,,1900,4496,57541884.9,717.11361589,,,02215,2100074000,0.57346032,0.42653969,,This was first reported without a data center in error Data center Added,"2014, 2015, 2016"
900,2 Avery Street,Mixed Use Property,"Fitness Center/Gym, Hotel, Movie Theater, Multifamily Housing, Office, Parking, Retail Store",109.9,6.8,83917.9382324219,1653.63908364323,Yes,Millennium Place Primary-South Tower,895973,,,2000,6061.7,98470982.6,46.61189567,,,02111,0304870400,0.193533,0.80646699,,,"2014, 2015, 2016"
901,33 Traveler Street,Other,Other,26.1,1.8,6848.78540039062,366.40785741997,Yes,Traveler Storage LLC,53312,,,1988,96.1,1393357.3,6.37192377,,,02118,0306576000,0.3629775,0.63702254,,,"2014, 2015, 2016"
902,65 BAY STREET,Manufacturing/Industrial Plant,Manufacturing/Industrial,130.4,12.2,38950.4582519531,929.165656901102,Yes,SPIRE 65 BAY ST LLC,75000,,,2001,916.8,9779182.2,612.704,,,02125,1503130010,0.93132362,0.0686765,,,"2014, 2015, 2016"
903,60 K Street,Office,Office,67.7,5.2,19685.62890625,922.880975994806,Yes,King Terminal,222018,,,1900,1164.3,15031116.8,6.88772982,,,02127,0603405060,0.49140454,0.37096377,,,"2014, 2015, 2016"
904,,,,,,4896.65405273438,283.943685485351,No,1 1A STATE ST,,,,,,,,,,02109,,,,,,"2014, 2015"
905,8 Allstate Road,Retail Store,"Parking, Retail Store",2.5,0.1,210218.729003906,3669.40329205035,Yes,South Bay Center: South Bay Center,572434,,,2005,39.4,1422534.6,24.89282607,291363.3,,02125,Not Available,0.96690178,0.0330982,,"
Number of buildings: 3","2014, 2015, 2016"
906,,,,,,16851.6879882812,540.689285415425,No,91 93 WAREHAM ST,,,,,,,,,,02118,,,,,,2014
907,1200 Centre St,Hospital (General Medical & Surgical),"Hospital (General Medical & Surgical), Parking",179,12.1,80480.7722167969,3161.44049228388,Yes,Hebrew Rehabilitation Center,420000,94,,1963,5090.5,75163694.5,45.07714286,,,02131,Not Available,0.33451935,0.66473578,,,"2014, 2015, 2016"
908,100 Huntington Avenue,Office,"Enclosed Mall, Office, Parking",106.6,10.2,218775.193115234,1977.80610722989,Yes,Copley Place,1232000,,,1983,12546.7,131286877.8,23.79334416,,,02116,0400600020,0.97299643,0.02700349,,we provide chilled water to the Copley Westin Hotel and Copley Marriott Hotels . .  and electric and water consumption relates to those users NOT @ 100 HUntington Ave. ,"2014, 2015, 2016"
909,11 Elkins Street,Office,Office,24,2.2,12420.2314453125,562.279116639358,Yes,11 Elkins,55000,99,,1900,123.4,1319887.6,4.55818182,,,02127,0603405060,0.9260543,0.07394569,,,"2014, 2015, 2016"
910,15 Elkins Street,Office,Office,118.9,9.3,7439.7626953125,390.13432670956,Yes,15 Elkins,36000,23,,1900,334.4,4280480.2,7.38888889,,,02127,0603405060,0.57310865,0.42689136,,,"2014, 2015, 2016"
911,22 Elkins Street,Office,Office,138.9,8.3,5561.77392578125,352.206882294147,Yes,22 Elkins,26215,52,,1900,218.8,3642110.2,2.67022697,,,02127,0603405060,0.15922372,0.84077627,,,"2014, 2015, 2016"
912,110 K Street,Office,Office,38.1,3.6,10523.0178222656,520.172774497233,Yes,110 K Street,40000,89,,1900,145,1525242.7,4.3975,,,02127,0603405060,0.9608587,0.03914131,,,"2014, 2015, 2016"
913,350 South Huntington Ave,Other - Specialty Hospital,Other - Specialty Hospital,183.9,12.9,102236.017333984,1967.87811660659,Yes,MSPCA/Angell,169972,,,1954,2190.8,31258597.8,2.65278987,,,02130,1002199001,0.38898938,0.61101067,,,"2014, 2015, 2016"
914,,,,,,109535.227050781,1606.76631969456,No,1580 VFW PW,,,,,,,,,,02132,,,,,,2014
915,,,,,,7194.27734375,380.756567387891,No,105 111 DEVONSHIRE ST,,,,,,,,,,02109,,,,,,2014
916,72 K Street,Office,Office,47.8,3.3,4111.06396484375,257.102130452381,Yes,72 K St,4200,,,1900,13.9,200928.1,3.95238095,,,02127,0603405060,0.36295614,0.63704375,,,"2014, 2015, 2016"
917,60 K Street,Office,Office,81.3,6.5,10136.3332519531,502.576623490132,Yes,60 K St,40000,83,,1900,259.5,3253037.8,13.5225,,,02127,0603405060,0.30367916,0.06037433,,,"2014, 2015, 2016"
918,80 K Street,Office,Office,43.3,3,7716.99291992188,478.465095142241,Yes,80 K St,7200,93,,1900,21.5,312002.3,1.16666667,,,02127,0603405060,0.36314567,0.63685424,,,"2014, 2015, 2016"
919,568 E. 1st Street,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,37.1,3.6,24708.8305664062,898.365991385172,Yes,568 E. 1st,13403,11,,1900,47.9,497428,14.98172051,,,02127,0603405060,0.98773692,0.01226308,,,"2014, 2015, 2016"
920,38 Newbury Street,Retail Store,"Office, Retail Store, Self-Storage Facility",0.5,0.1,5809.923828125,356.504371109574,Yes,38 Newbury Street,45762,100,,1927,2.3,23989.2,17.57134741,,,02116,Not Available,0.9999954,,,,"2014, 2015, 2016"
921,201 - 241 Stuart Street,Parking,"Parking, Restaurant",358.1,21.6,53332.7358398438,913.700745238007,Yes,Motor Mart Garage,52416,,,1928,1131.8,18770834.2,191.86698718,,,02116,0500139000,0.16454959,0.8354504,,,"2014, 2015, 2016"
922,99 East Cottage Street,Manufacturing/Industrial Plant,Manufacturing/Industrial,59.8,3.8,53855.7385253906,1079.95457367715,Yes,"Diamond 98, LLC",56250,,,1945,212.5,3363355.4,2.95644444,,,02125,03646-000,0.23105412,0.76894588,,,"2015, 2016"
923,1 Iron St,Financial Office,"Data Center, Financial Office",61.9,5.6,62040.0244140625,1002.70550038923,Yes,One Channel Center,501650,95,2015,2014,2824.8,31042039.1,14.45689226,,,02210,0602750011,0.86833169,0.13166831,,"Building received certificate of occupancy on 1/31/2014.  Property was 100% occupied in 2015.  Property received Energy Star Certification in 2015.  Current Energy Star score of 94.
Diesel fuel tank used for emergency generators and tank was topped off on","2015, 2016"
924,,,,,,18639.9899902344,582.544198152052,No,52 EVERETT ST,,,,,,,,,,02135,,,,,,2014
925,,,,,,17323.2094726562,527.080305701996,No,40 HAWKINS ST,,,,,,,,,,02114,,,,,,2014
926,39 Boylston St. ,Mixed Use Property,"Office, Other",64,4.5,6901.97021484375,369.909639564752,Yes,Saint Francis House Inc,100000,,,1900,447.9,6403012.2,31.098,,,02116,Not Available,0.38605457,0.61394543,,,"2014, 2016"
927,477 481 Washington Street,Retail Store,"Office, Retail Store",,,8333.45678710938,365.523580250732,Yes,STP LLC,171918,,,1920,,,,,,02111,Not Available,,,,,"2014, 2015, 2016"
928,,,,,,107140.858642578,2146.69553759342,No,300 350 MARTIN LUTHER KING JR BL,,,,,,,,,,02119,,,,,,2014
929,59-75 queensberry street,Parking,Parking,3.9,0.4,25571.6044921875,672.67757776309,Yes,Queensberry Street Garage,50600,,,1920,19.3,199211.8,1.16403162,,,02215,0504294000,0.99999933,,,,"2014, 2016"
930,,,,,,15101.6369628906,500.92955194738,No,1 7 BRIGHTON AV,,,,,,,,,,02134,,,,,,2014
931,180 beacon street,Multifamily Housing,"Multifamily Housing, Parking",,,10703.7165527344,451.556430791467,Yes,180 beacon condominium trust,180000,,,1968,,,,,,02116,Not Available,,,,,"2014, 2015, 2016"
932,38 Everett Street,Office,Office,37.8,3.7,18555.1486816406,684.357154892249,Yes,42/38 Everett Street,42911,89,,1111,156.9,1622064.7,2.22786698,,,02135,Not Available,1.00000006,,,"Although this property was reported in 2014 for 2013 actual data, the square footage is less than 50,000 sq. ft. and it is not required to be reported.  Thus, we are not reporting this property in 2015 with 2014 data and this property can be deleted.","2015, 2016"
933,40 Wallingford Rd,Multifamily Housing,Multifamily Housing,95.4,6.3,32459.3005371094,1617.65894284263,Yes,Leventhal House: 40 Wallingford Rd.,158387,30,,2007,991.9,15108157.7,55.61378143,,,02135,2102565010,0.28739115,0.71260891,,,"2015, 2016"
934,50 West Broadway,Multifamily Housing,"Multifamily Housing, Parking",40.5,3.1,33104.078125,1417.51298744962,Yes,50 West Broadway,200755,96,2015,2008,613.3,8127769.2,17.67776643,,,02127,0600022010,0.51211637,0.48788375,,,"2015, 2016"
