PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,ST_NAME_SUF,UNIT_NUM,ZIPCODE,PTYPE,LU,OWN_OCC,OWNER,MAIL_ADDRESSEE,MAIL_ADDRESS,MAIL CS,MAIL_ZIPCODE,AV_LAND,AV_BLDG,AV_TOTAL,GROSS_TAX,LAND_SF,YR_BUILT,YR_REMOD,GROSS_AREA,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_BTH_STYLE2,R_BTH_STYLE3,R_KITCH,R_KITCH_STYLE,R_KITCH_STYLE2,R_KITCH_STYLE3,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW,S_NUM_BLDG,S_BLDG_STYL,S_UNIT_RES,S_UNIT_COM,S_UNIT_RC,S_EXT_FIN,S_EXT_CND,U_BASE_FLOOR,U_NUM_PARK,U_CORNER,U_ORIENT,U_TOT_RMS,U_BDRMS,U_FULL_BTH,U_HALF_BTH,U_BTH_STYLE,U_BTH_STYLE2,U_BTH_STYLE3,U_KITCH_TYPE,U_KITCH_STYLE,U_HEAT_TYP,U_AC,U_FPLACE,U_INT_FIN,U_INT_CND,U_VIEW,Berdo_Address,ZIP,EUI
1001671002_,1001671000_,1001671000_,240,HEATH,ST,101,02130_,102,CD,N,SMITH AUSTIN, ,240 HEATH ST #101,JAMAICA PLAIN  MA,02130_,0,226400,226400,239758,795,1910,1984,795,795,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,N,A,4,2,1,0,S,,,O,S,E,N,0,N,A,A,240 Heath Street,2130,128.8
1001673000_,,1001673000_,200,HEATH,ST,,02130_,976,E,N,CITY OF BOSTON, ,200 HEATH,JAMAICA PLAIN MA,02130_,13955200,34651100,48606300,0,247082,1900,2005,57108,42831,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 Heath St.,2130,186.6
1001850100_,,1001850100_,315,CENTRE,ST,,02130_,31,RC,N,J P L DEVELOPMENT LPS,C/O JPL DEVELOPMENT LPS,PO BOX 470496,BROOKLINE MA,02447_,1651800,3463700,5115500,10734810,44875,1991,2013,43792,21896,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315 Centre Street,2130,132.7
1002038024_,,1002038010_,365,CENTRE,ST,,02130_,125,A,N,CENTRE CREIGHTON APARTMENTS,JAMAICA PLAIN NEIGHBORHOOD D,31 GERMANIA  ST ,JAMAICA  PLAIN  MA,02130_,0,3443000,3443000,3646137,39739,1899,,1,1,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365 Centre Street,2130,82
1002149000_,,1002149000_,111,PERKINS,ST,,02130_,13,RC,N,JAMAICAWAY TOWER & TOWNHOUSE,JAMAICAWAY TOWER,111 PERKINS ST,JAMAICA PLAIN MA,02130_,23568000,56381000,79949000,89392576,174782,1964,2004,445701,398510,29,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111 Perkins Street,2130,58
1002199001_,,1002199000_,350,S HUNTINGTON,AV,,02130_,437,I,N,M.S.P.C.A,C/O T-MOBILE-SITE# 4BN0089A,12920 SE 38TH ST,BELLEVUE WA ,98006_,0,603500,603500,1531080,,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 South Huntington Ave,2130,149.5
1100319010_,,1100319010_,127,MARTIN LUTHER KING JR,BL,,02119_,101,R1,Y,GIDEY TEWELDE G,C/O TEWELDE G GIDEY ,715 TREMONT ST UNIT 513,BOSTON MA,02118_,107900,291100,399000,422541,2438,2004,,3403,2308,2,R,RM,G,F,5,3,2,1,M,M,M,1,M,,,F,C,1,G,G,G,N,A,,,,,,,,,,,,,,,,,,,,,,,,,,,715 Tremont Street,2118,91.9
1100643000_,1100643000_,1100643000_,17,HIGHLAND PARK,AV,,02119_,995,CM,N,SEVENTEEN HIGHLAND PARK, ,17 HIGHLAND PARK AV,ROXBURY MA,02119_,0,0,0,0,1396,1999,1999,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,1,RE,3,0,0,B,A,,,,,,,,,,,,,,,,,,,,17 Highland Park Street,2119,53.5
1100915001_,,1100915001_,2897 2933,WASHINGTON,ST,,02119_,125,A,N,NEW ACADEMY ESTATES LLC,C/O WINN RESIDENTIAL ,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,2019965,3232185,5252150,5562027,140287,2002,,27728,27728,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2897-2933 Washington Street,2119,89.7
1100946001_,,1100946001_,1870,COLUMBUS,AV,,02119_,907,EA,N,CITY OF BOSTON, ,1870 COLUMBUS AV,ROXBURY MA,02119_,1687000,556000,2243000,0,30847,1950,1970,10384,10384,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1870 Columbus Ave,2119,106.8
1101005000_,,1101005000_,3033 3039,WASHINGTON,ST,,02119_,13,RC,N,EGLESTON CROSSING UE LP,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,1255338,2564316,3819654,5456375,18136,2004,,61180,53340,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3033 Washington Street,2119,68.2
1101101001_,,1101101001_,1 11,BANCROFT,ST,,02119_,125,A,N,HAFER RONALD TRSTS,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUL HALLMARKETPLACE,BOSTON MA,02109_,452437,963280,1415717,1499244,11566,1910,1980,25456,19092,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-11 Bancroft St,2119,108.8
1101134000_,,1101134000_,1865 1869,COLUMBUS,AV,,02119_,907,EA,N,CDB LIMITED PARTNERSHIP,C/O URBAN EDGE HOUSING CORPO,1542 COLUMBUS AV,BOSTON MA,02119_,235079,1516291,1751370,0,6122,1900,1980,23705,18964,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865 Columbus Avenue,2119,44
1101201001_,,1101201001_,75,AMORY,ST,,02119_,344,C,N,SEVENTY 5 AMORY LLC,C/O 75 AMORY LLC,P O BOX 300700,JAMAICA PLAIN MA,02130_,1461000,2489000,3950000,10046150,9983,1925,2014,39816,29862,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75 Amory Street,2119,50.7
1101202010_,,1101202010_,10 & 20,AMORY,AV,,02119_,907,EA,N,AMORY TERRACE,C/O AMORY TERRACE LP,10&20 AMORY AV,ROXBURY  MA,02119_,1250119,4217957,5468076,0,46676,2004,,68866,58746,5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Amory Avenue,2119,27
1101302000_,,1101302000_,3115 3125,WASHINGTON,ST,,02130_,13,RC,N,COMMERCE APARTMENTS LP,C/O PEABODY PROPERTIES INC,536 GRANITE ST,BRAINTREE MA,02184_,345025,405560,750585,1194240,6874,1920,1998,21930,17544,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3115 Washington Street,2130,57.7
1101416000_,,1101416000_,164,SCHOOL,ST,,02130_,976,E,N,CITY OF BOSTON, ,164 SCHOOL,ROXBURY MA,02119_,3921000,2443000,6364000,0,35491,1899,1985,42428,31821,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164 School St.,2119,59.4
1101465010_,,1101465010_,3134,WASHINGTON,ST,,02130_,985,E,N,URBAN EDGE HOUSING CORP, ,3134 WASHINGTON ST,JAMAICA PLAIN MA,02130_,1036400,3648600,4685000,0,33755,1920,2002,38870,38870,2,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3134 Wasington St,2130,5.4
1101481000_,,1101481000_,48 56A,SCHOOL,ST,,02119_,13,RC,N,J P HOUSING LP,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,271069,374782,645851,712592,6190,1930,2012,20120,15120,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48 School Street,2130,66.7
1101588100_,,1101588100_,2055,COLUMBUS,AV,,02119_,113,A,N,TWENTY-55 COLUMBUS AVENUE LP,C/O ROGERSON COMMUNITIES,2055 COLUMBUS AV,ROXBURY MA,02119_,933600,1650400,2584000,2741456,31382,1920,2004,30720,24576,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055 Columbus Ave ,2119,135.4
1101618000_,,1101618000_,77 79,WALNUT,PK,,02119_,125,A,N,WARDMAN UE LPS,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,160063,2051791,2211854,2342353,17062,1920,1980,109666,83127,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79 Walnut Park,2119,96
1101620000_,,1101620000_,361 363,WALNUT,AV,,02119_,125,A,N,WALNUT WASHINGTON APTS LLC,"C/O CHRYSTAL KORNEGAY, PRES",1542 COLUMBUS AV #2,ROXBURY  MA,02119_,491720,1395840,1887560,1998926,9090,1930,1989,29905,23924,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361-363 Walnut Ave,2119,31
1101624000_,,1101624000_,2044,COLUMBUS,AV,,02119_,985,E,N,CITY OF BOSTON, ,2044 COLUMBUS AVE,ROXBURY MA,02119_,1029300,291700,1321000,0,25137,1899,,6600,6600,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2044 Columbus Ave,2119,96.5
1101626000_,,1101626000_,2030 C2014,COLUMBUS,AV,,02119_,13,RC,N,UE APARTMENTS LLC,C/O WINN MANAGEMENT CORP,6 FANEUIL HALL MARKET PLACE,BOSTON MA,02109_,2013030,2271225,4284255,4980274,43716,1899,1986,21600,16200,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014-2030 Columbus Ave,2119,48.8
1101626000_,,1101626000_,2030 C2014,COLUMBUS,AV,,02119_,13,RC,N,UE APARTMENTS LLC,C/O WINN MANAGEMENT CORP,6 FANEUIL HALL MARKET PLACE,BOSTON MA,02109_,2013030,2271225,4284255,4980274,43716,1899,1986,21600,16200,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2030 Columbus Ave,2119,45.7
1101665000_,,1101665000_,19,WARDMAN,RD,,02119_,125,A,N,WARDMAN UE LPS,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,52773,676476,729249,772275,5626,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 Wardman Road,2119,81
1101702000_,,1101702000_,30 108,WESTMINSTER,AV,,02119_,125,A,N,WESTMINSTER COMMUNITY LP,C/O WINN RESIDENTIAL-G GRAZI,6 FANEUIL HALL MARKETPLACE,BOSTON MA,02109_,1521700,1580300,3102000,3285018,120543,1960,1980,61176,61176,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Westminster Avenue,2119,71.4
1102009000_,,1102009000_,3175,WASHINGTON,ST,,02130_,312,C,N,EXTRA SPACE PROP 42 LLC,C/O PTA - EX #1098,PO BOX 320099,ALEXANDRIA VA,22320_,1302353,2477171,3779524,9588652,11863,1899,2005,113966,91990,7,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3175 Washington Street,2130,32
1102600000_,,1102600000_,144,MCBRIDE,ST,,02130_,976,E,N,CITY OF BOSTON, ,144 MCBRIDE,JAMAICA PLAIN MA,02130_,15676600,28022600,43699200,0,217553,1987,,295333,221500,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144 McBride St.,2130,90.2
1102640001_,1102640000_,1102640000_,461,ARBORWAY,ST,1A &,02130_,102,CD,N,JL 343 LLC, ,80 PERHAM  ST,WEST ROXBURY MA,02132_,0,227700,227700,241134,730,1946,0,730,730,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,Y,T,4,1,1,0,S,,,F,S,W,N,0,N,A,A,"461, 463, 467, 469, 493, 495 Arborway, ",2130,95.6
1102897010_,,1102897010_,3368,WASHINGTON,ST,,02130_,905,E,N,PINE STREET INN INC, ,444 HARRISON AVE,BOSTON MA ,02118_,887100,1476900,2364000,0,40220,1988,2004,37718,27468,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368 Washington Street,2130,40.7
1102901000_,,1102901000_,25,GLEN,RD,,02130_,976,E,N,CITY OF BOSTON, ,25 GLEN RD,JAMAICA PLAIN MA,02130_,1826700,2151300,3978000,0,26792,1918,1986,26520,19890,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25 Glen Rd.,2130,68.5
1102906000_,,1102906000_,107 137,FOREST HILLS,ST,,02130_,127,A,N,FORESTVALE APARTMENTS LP,C/O FORESTVALE APARTMENTS LP,885 SECOND AV 31ST FLR # C,NEW YORK NY,10017_,2488110,6000155,8488265,8989073,167973,1970,,18030,18030,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107-113 Forest Hills Street, 115-121 Forest Hills Street, 123-127 Forest Hills Street",2130,77.7
1102969000_,,1102969000_,174,FOREST HILLS,ST,,02130_,304,C,N,JAMAICA PLAIN HEALTH,C/O JAMAICA PLAIN HEALTH GRO,26 HARVARD ST,WORCESTER MA,01609_,1933500,1171500,3105000,7877385,77924,1970,1980,36894,36894,4,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174 Forest Hills St.,2130,161
1103019000_,,1103019000_,20,CHILD,ST,,02130_,976,E,N,CITY OF BOSTON, ,20 CHILD,JAMAICA PLAIN MA,02130_,13676600,9403400,23080000,0,181714,1899,1985,177024,115400,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Child St.,2130,78.7
1200044000_,,1200044000_,20,KEARSARGE,AV,,02119_,976,E,N,CITY OF BOSTON, ,KEARSARGE AVE,ROXBURY MA,02119_,5565400,5946900,11512300,0,83508,1875,1980,65474,49474,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Kearsarge Ave.,2119,48.7
1200302000_,,1200302000_,2,WAVERLY,ST,,02119_,907,EA,N,ROXBURY MT PLEASANT LP, ,33 SILVER ST,PORTLAND ME,04101_,1423400,6770100,8193500,0,3662,1900,2002,20465,16372,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Waverly Street,2119,49.6
1200375000_,,1200375000_,10,PERRIN,ST,,02119_,125,A,N,MORELAND AFFORD HOUSING,C/O CRUZ MGT/ M REZENDES ,434 MASSACHUSETTS AV ,BOSTON MA ,02118_,341600,519400,861000,911799,12099,1920,2005,14255,9955,2.5,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434 Massachusetts Avenue,2118,32.9
1200403000_,,1200403000_,26,IRWIN,AV,,02119_,13,RC,N,PNC ARHPF NEW PORT ANTONIO,C/O PNC ARHPF NEW PORT ANTON,500 WEST JEFFERSON ST,LOUISVILLE KY,40202_,229201,250544,479745,515140,3930,1899,1997,5376,4032,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26 Irwin Av,2119,95.9
1200420000_,,1200420000_,3 15,ALASKA,ST,,02119_,125,A,N,LACONCHA LIMITED PARTNERSHIP,C/O  HEARTLAND BANK - CSD,391  DUDLEY   ST,ROXBURY       MA,02119_,1401398,2509537,3910935,4141680,23610,1935,1990,42548,31911,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3-15 Alaska St,2119,59
1200492000_,,1200492000_,   ,WARREN,ST,,02119_,986,E,N,CITY OF BOSTON FCL, ,238 WARREN ST,ROXBURY MA,02119_,11900,0,11900,0,397,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238 Warren Street,2119,50.3
1200500000_,,1200500000_,55 73,KENSINGTON,PK,,02119_,125,A,N,WARREN GARDENS HOUSING,C/O DYNAXYS LLC-TAX SERVICE ,P O BOX 4308,SILVER SPRING MD,20914_,1847889,3126977,4974866,5268383,246206,1966,1991,7440,7440,2.5,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 - 73 Kensington PK,2119,26.4
1200623004_,,1200623004_,1,CIRCUIT,SQ,,02119_,105,R3,Y,HAGOS BELAYNESH,C/O BEFEKADU DEFAR,145 BROADWAY,SOMERVILLE MA,02145_,171000,420600,591600,626504,5366,1905,2011,5300,4470,3,R,DK,F,M,17,10,4,0,M,M,M,3,M,M,M,W,N,0,A,A,A,N,A,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Circuit Drive,2124,57.1
1200723000_,,1200723000_,30,ROCKLAND,ST,,02119_,130,RL,N,ROCKLAND ST ELDERLY HOUSING,C/O MALONEY  PROPERTIES,27 MICA  LANE,WELLESLEY   MA,02481_,252548,151183,403731,427551,4329,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30 Rockland Street,2119,49.9
1200750000_,,1200750000_,7,SHERMAN,ST,,02119_,101,R1,Y,PETTUS TRAVIS, ,7 SHERMAN ST,ROXBURY MA,02119_,104300,171100,275400,291648,2868,1905,0,3512,1890,2,R,CL,H,A,8,4,1,0,S,,,1,S,,,W,N,0,A,A,A,N,A,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Sherman St.,2129,73
1200907000_,,1200907000_,3 7,EDGEWOOD,ST,,02119_,975,E,N,CITY OF BOSTON BY FCL, ,3 EDGEWOOD,ROXBURY MA,02119_,1416749,4802666,6219415,0,26919,1999,2000,28525,28525,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 Edgewood St,2119,169.6
1200921000_,,1200921000_,233 215A,BLUE HILL,AV,,02119_,13,RC,N,WAVERLY HOMES INC, ,340 ADAMS ST,MILTON MA,02186_,1770600,2225900,3996500,5000181,103369,0,2010,90910,72728,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233 Blue Hill Ave,2119,45.4
1200967000_,,1200967000_,384 384B,WARREN,ST,,02119_,378,C,N,THREE 84 WARREN ST LLC,C/O FPM LLC,PO BOX 220543,DORCHESTER MA,02122_,564000,2534000,3098000,7859626,16395,1920,2013,45528,33750,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384 WARREN STREET,2119,40.9
1201139000_,,1201139000_,300 350,MARTIN LUTHER KING JR,BL,,02119_,323,C,N,LEON VICTOR J TS, ,330 MARTIN LUTHER KING BLVD,ROXBURY   MA,02119_,4281000,7410500,11691500,29686336,283739,1965,2001,89731,89731,1,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 Martin Luther King Blvd,2119,19.8
1201200000_,,1201200000_,115,WARREN,ST,,02119_,985,E,N,BOYS CLUB OF BOSTON THE, ,115 WARREN,ROXBURY MA,02119_,1617700,3768800,5386500,0,114285,1960,2001,67678,49458,2,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115 Warren Street,2119,120.1
1201247000_,,1201247000_,2538 2500,WASHINGTON,ST,,02119_,400,I,N,HURLEY REALTY TRUST  LLC,C/O HURLEY REALTY TRUST  LLC,PO BOX 190550,BOSTON MA,02119_,1216800,827700,2044500,5186897,110121,1967,2001,77420,40951,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500 Washington Street,2119,19.8
1201345000_,,1201345000_,16,AKRON,ST,,02119_,907,EA,N,TAURUS AT FOUNTAIN HILL, ,16 AKRON,ROXBURY MA,02119_,3639653,2345315,5984968,0,56381,1981,,3612,2340,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16 Akron St,2119,109.8
1201737000_,,1201737000_,121 131,WALNUT,AV,,02119_,976,E,N,CITY OF BOSTON, ,121 WALNUT AVE,ROXBURY MA,02119_,7067700,8515800,15583500,0,73819,1925,2001,84000,57500,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131 Walnut Ave.,2119,46.8
1201973000_,,1201973000_,205,TOWNSEND,ST,,02121_,976,E,N,CITY OF BOSTON, ,205 TOWNSEND,DORCHESTER MA,02121_,19159700,28237600,47397300,0,211748,1899,2002,373912,332366,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205 Townsend St.,2121,40
1201990000_,,1201990000_,25 33,WYOMING,ST,,02121_,13,RC,N,WASHINGTON PARK LP,C/O NUESTRA COMUNIDAD DEVELO,56 WARREN ST SUITE 200,BOSTON MA,02109_,716894,1511745,2228639,2524823,24000,1900,2012,53550,42840,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-33 Wyoming Street,2121,71
1201992000_,,1201992000_,120,HUMBOLDT,AV,,02121_,125,A,N,TAURUS APARTMENTS COMPANY,C/O MICHAEL REZENDES,434  MASS  AV,BOSTON   MA,02118_,1351900,1519600,2871500,3040919,47754,1980,,42336,42336,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 Humbolt Ave,2121,80.5
1202208000_,,1202208000_,55,ELM HILL,AV,,02121_,13,RC,N,PNC ARHPF NEW PORT ANTONIO,C/O PNC ARHPF NEW PORT ANTON,500 WEST JEFFERSON ST,LOUISVILLE KY,40202_,658552,719874,1378426,1480124,11277,1920,1999,37448,28086,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55 Elm Hill Ave,2121,112.6
1202220000_,,1202220000_,124 128,RUTHVEN,ST,,02121_,125,A,N,FRANKLIN HIGHLANDS LP,C/O FRANKLIN PARK DEVELOPMEN,246 HUMBOLDT AV,DORCHESTER MA,02121_,332728,464819,797547,844602,7001,1920,,12960,9720,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124-128 Ruthven Street,2121,70.4
1202282000_,,1202282000_,9,HUTCHINGS,ST,,02121_,125,A,N,GROVE HALL REDEVELOPER LLC,C/O PEABODY PROPERTIES INC ,536 GRANITE ST ,BRAINTREE MA ,02184_,321564,741906,1063470,1126215,5689,1910,1989,13144,9858,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9 Hutchings St,2121,90.3
1202311000_,,1202311000_,20,HUTCHINGS,ST,,02121_,907,EA,N,SCHOOL HOUSE BROOKLEDGE,C/O EDWARD A FISH ASSOC LLC ,536 GRANITE ST,BRAINTREE MA,02184_,3604300,1100700,4705000,0,52371,1920,2008,76905,51270,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20 Hutchings Street,2121,57.3
1202327000_,,1202327000_,278 280,HUMBOLDT,AV,,02121_,125,A,N,FRANKLIN HIGHLANDS LP,C/O FRANKLIN PARK DEVELOPMEN,246 HUMBOLDT AV,DORCHESTER MA,02121_,606954,847911,1454865,1540702,12960,1920,1983,37532,28149,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278-280 Humboldt Avenue,2121,65.6
1202344000_,,1202344000_,172 176,SEAVER,ST,,02121_,125,A,N,GROVE HALL REDEVELOPER LLC,C/O PEABODY PROPERTIES INC ,536 GRANITE ST ,BRAINTREE MA,02184_,1488460,3434139,4922599,5213032,26303,1900,1988,40055,32044,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172-176 Seaver St,2121,78.2
1202354000_,,1202354000_,132 140,SEAVER,ST,,02121_,31,RC,N,NEW FRANKLIN PARK LIMITED,C/O  EMILY  LEGORRETA  LUNA,PO  BOX 52427,ATLANTA    GA,30355_,161883,1171978,1333861,1530845,7788,1899,2010,1,1,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132 Seaver Street,2121,86
1202365000_,,1202365000_,1 8,NAZING,CT,,02121_,125,A,N,NAZING LP,C/O WINN DEVELOPMENT,6 FANEUIL HALL MRKTPLC,BOSTON MA,02109_,1410370,3201437,4611807,4883904,62074,1920,2004,128996,96747,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Nazing Court,2121,77.6
1202410000_,,1202410000_,6,WAYNE,ST,,02121_,125,A,N,GROVE HALL REDEVELOPER LLC,C/O PEABODY PROPERTIES INC,536 GRANITE ST,BRAINTREE MA,02184_,1444813,3333437,4778250,5060167,25541,1920,2004,54376,40782,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 Wayne Street,2121,85.5
1202491000_,,1202491000_,15 19,MAPLE,ST,,02121_,125,A,N,MAPLE COMMONS APARTMENTS,C/O MAPLE COMMONS APARTMENT,1 JOHN ELIOT SQ,ROXBURY MA,02119_,464542,1176652,1641194,1738024,10737,1920,1997,34180,27344,4,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 - 19 Maple St,2121,111.5
1202893000_,,1202893000_,42,HOLBORN,ST,,02121_,125,A,N,BRUNSWICK HOLBORN TWO LP,C/O DORCHESTER BAY EC DEV CP,594 COLUMBIA RD,DORCHESTER MA,02125_,305868,473463,779331,825312,5400,1899,1984,10800,8100,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42 Holborn St,2121,85.4
1300691000_,,1300691000_,11,WOODCLIFF,ST,,02125_,125,A,N,NATIONAL UNION SENIOR,C/O MIDLAND LOAN SVCS - TAX ,PO BOX 25965,SHAWNEE MISSION  KS,66225_,1876000,1910000,3786000,4009374,33950,1986,,51132,42610,5,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11 Woodcliff St,2125,61.9
